Dataset = simulated.abs
Using 6 threads to run hyperparameter search
run = hpo
[I 2020-05-25 02:35:40,973] Finished trial#2 with value: 0.0 with parameters: {'learning_rate': 0.10492918156185563, 'max_depth': 2, 'min_child_weight': 6.516297465796531, 'reg_alpha': 1.8238975295779214, 'reg_lambda': 1.6491446561567327, 'aft_loss_distribution_scale': 5.983576128176064}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:44,797] Finished trial#85 with value: 0.0 with parameters: {'learning_rate': 0.715536612132151, 'max_depth': 2, 'min_child_weight': 8.361417387914239, 'reg_alpha': 0.13963300996421668, 'reg_lambda': 0.12600206813165066, 'aft_loss_distribution_scale': 1.0977077498872994}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:44,836] Finished trial#82 with value: 0.0 with parameters: {'learning_rate': 0.03455752208123048, 'max_depth': 6, 'min_child_weight': 3.7775877060884175, 'reg_alpha': 0.010384716613632456, 'reg_lambda': 0.00015499240346948258, 'aft_loss_distribution_scale': 68.90809210457002}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:44,877] Finished trial#86 with value: 0.0 with parameters: {'learning_rate': 0.20790076182779665, 'max_depth': 10, 'min_child_weight': 19.43917609709659, 'reg_alpha': 0.12196871133969983, 'reg_lambda': 0.8275199566174937, 'aft_loss_distribution_scale': 2.4215718020465755}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:44,919] Finished trial#84 with value: 0.0 with parameters: {'learning_rate': 0.004482818615990344, 'max_depth': 6, 'min_child_weight': 4.835160813562155, 'reg_alpha': 3.730413386201758, 'reg_lambda': 0.007174800676182453, 'aft_loss_distribution_scale': 50.870201223909454}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:44,997] Finished trial#90 with value: 0.0 with parameters: {'learning_rate': 0.018660290097665243, 'max_depth': 4, 'min_child_weight': 1.3734590980018229, 'reg_alpha': 0.0003961877514311736, 'reg_lambda': 0.0055447312971932524, 'aft_loss_distribution_scale': 2.6829185344971433}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,036] Finished trial#87 with value: 0.0 with parameters: {'learning_rate': 0.05864471859255389, 'max_depth': 10, 'min_child_weight': 0.23692429746442387, 'reg_alpha': 2.551028676820397, 'reg_lambda': 0.00030792721061370773, 'aft_loss_distribution_scale': 4.5984603294258575}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,073] Finished trial#88 with value: 0.0 with parameters: {'learning_rate': 0.0042599798280892895, 'max_depth': 8, 'min_child_weight': 84.83253452562414, 'reg_alpha': 0.004985887969106727, 'reg_lambda': 8.441840504674698, 'aft_loss_distribution_scale': 16.89736912098932}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,111] Finished trial#92 with value: 0.0 with parameters: {'learning_rate': 0.15047014757269261, 'max_depth': 10, 'min_child_weight': 0.1064268913525603, 'reg_alpha': 0.001982536376326637, 'reg_lambda': 0.03242900788962566, 'aft_loss_distribution_scale': 1.2618976893514378}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,150] Finished trial#89 with value: 0.0 with parameters: {'learning_rate': 0.312165794096801, 'max_depth': 8, 'min_child_weight': 0.14651868765616105, 'reg_alpha': 0.00027330473818690677, 'reg_lambda': 1.7737409715818286, 'aft_loss_distribution_scale': 9.212169045425373}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,188] Finished trial#91 with value: 0.0 with parameters: {'learning_rate': 0.003842426883884435, 'max_depth': 10, 'min_child_weight': 1.7210081831745638, 'reg_alpha': 2.0201659168929416, 'reg_lambda': 0.001275462374716371, 'aft_loss_distribution_scale': 3.6304637999625915}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,272] Finished trial#98 with value: 0.0 with parameters: {'learning_rate': 0.0012357987707625891, 'max_depth': 4, 'min_child_weight': 0.1344894830179001, 'reg_alpha': 0.0035491094517797997, 'reg_lambda': 0.0006102039933184827, 'aft_loss_distribution_scale': 51.467140611637134}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,314] Finished trial#94 with value: 0.0 with parameters: {'learning_rate': 0.14776137661112418, 'max_depth': 6, 'min_child_weight': 48.04680419012078, 'reg_alpha': 0.7175313458082906, 'reg_lambda': 0.0053981307735676415, 'aft_loss_distribution_scale': 2.129906972911406}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,351] Finished trial#95 with value: 0.0 with parameters: {'learning_rate': 0.0035364122467574175, 'max_depth': 2, 'min_child_weight': 1.955732683308245, 'reg_alpha': 84.87252950264181, 'reg_lambda': 0.48851576134971847, 'aft_loss_distribution_scale': 1.7588845130184465}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,389] Finished trial#96 with value: 0.0 with parameters: {'learning_rate': 0.0036982125216203808, 'max_depth': 4, 'min_child_weight': 48.22170408850819, 'reg_alpha': 95.54399448279796, 'reg_lambda': 0.5632579872704496, 'aft_loss_distribution_scale': 16.292023166972278}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,414] Finished trial#93 with value: 0.0 with parameters: {'learning_rate': 0.05900764728792729, 'max_depth': 6, 'min_child_weight': 0.19687002904115494, 'reg_alpha': 0.03366483711038125, 'reg_lambda': 0.06553314231940072, 'aft_loss_distribution_scale': 27.036516010092537}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,449] Finished trial#97 with value: 0.0 with parameters: {'learning_rate': 0.2461058154126356, 'max_depth': 4, 'min_child_weight': 11.341646581833373, 'reg_alpha': 0.05290866651597932, 'reg_lambda': 0.2926453522795917, 'aft_loss_distribution_scale': 1.0030856128407901}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:45,494] Finished trial#99 with value: 0.0 with parameters: {'learning_rate': 0.42591072867526486, 'max_depth': 2, 'min_child_weight': 5.727920208848708, 'reg_alpha': 7.187571069109968, 'reg_lambda': 0.9453257954132086, 'aft_loss_distribution_scale': 30.37415363041026}. Best is trial#2 with value: 0.0.
Fold 1, Distribution normal: Accuracy ('accuracy', 0.2), Time elapsed = 4.804616105990135
[I 2020-05-25 02:35:45,766] Finished trial#3 with value: 0.0 with parameters: {'learning_rate': 0.1695803072331153, 'max_depth': 10, 'min_child_weight': 4.4662960495749795, 'reg_alpha': 0.0006756383548506532, 'reg_lambda': 0.0012165008442902717, 'aft_loss_distribution_scale': 2.1795134726978724}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:45,807] Finished trial#2 with value: 0.0 with parameters: {'learning_rate': 0.046136449247559615, 'max_depth': 10, 'min_child_weight': 26.95552476237991, 'reg_alpha': 0.04818828589559925, 'reg_lambda': 69.2546386314663, 'aft_loss_distribution_scale': 29.32550248116946}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:45,844] Finished trial#1 with value: 0.0 with parameters: {'learning_rate': 0.07535359936627954, 'max_depth': 2, 'min_child_weight': 0.1076113955693337, 'reg_alpha': 0.00011806195078548762, 'reg_lambda': 0.0009140759402970729, 'aft_loss_distribution_scale': 3.3684067791342893}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:45,885] Finished trial#0 with value: 0.0 with parameters: {'learning_rate': 0.12775470862749677, 'max_depth': 8, 'min_child_weight': 43.46469291696045, 'reg_alpha': 9.688302006008081, 'reg_lambda': 0.0018419915709788895, 'aft_loss_distribution_scale': 1.2576833854270393}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:45,922] Finished trial#5 with value: 0.0 with parameters: {'learning_rate': 0.015201287194025831, 'max_depth': 4, 'min_child_weight': 2.355496095892998, 'reg_alpha': 45.45673570646149, 'reg_lambda': 0.0070325533437241875, 'aft_loss_distribution_scale': 25.587335768283253}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:45,959] Finished trial#4 with value: 0.0 with parameters: {'learning_rate': 0.13663503838165098, 'max_depth': 4, 'min_child_weight': 0.1549503264502201, 'reg_alpha': 0.054680673114705834, 'reg_lambda': 0.029338324514007825, 'aft_loss_distribution_scale': 7.784717992041566}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,016] Finished trial#11 with value: 0.0 with parameters: {'learning_rate': 0.37663248542708383, 'max_depth': 8, 'min_child_weight': 17.92075260923256, 'reg_alpha': 0.0007522092200433792, 'reg_lambda': 69.97204550328021, 'aft_loss_distribution_scale': 1.054806505308193}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,088] Finished trial#10 with value: 0.0 with parameters: {'learning_rate': 0.780143782415306, 'max_depth': 2, 'min_child_weight': 3.4444159395863267, 'reg_alpha': 0.006483792936360652, 'reg_lambda': 0.6929193237703358, 'aft_loss_distribution_scale': 3.1540695307818543}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,126] Finished trial#6 with value: 0.0 with parameters: {'learning_rate': 0.10637957788287737, 'max_depth': 4, 'min_child_weight': 6.407842777279785, 'reg_alpha': 0.0006007892415911855, 'reg_lambda': 0.015484404902736714, 'aft_loss_distribution_scale': 28.536731361112512}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,165] Finished trial#8 with value: 0.0 with parameters: {'learning_rate': 0.0027116730673152774, 'max_depth': 10, 'min_child_weight': 43.0778204441145, 'reg_alpha': 0.0005513702284942743, 'reg_lambda': 0.0007777945654113322, 'aft_loss_distribution_scale': 1.0102551404824387}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,233] Finished trial#9 with value: 0.0 with parameters: {'learning_rate': 0.5372406853594748, 'max_depth': 10, 'min_child_weight': 39.13490707826887, 'reg_alpha': 47.65785380739376, 'reg_lambda': 0.00041950582169844255, 'aft_loss_distribution_scale': 2.2853979355935836}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,234] Finished trial#7 with value: 0.0 with parameters: {'learning_rate': 0.3776307396841583, 'max_depth': 2, 'min_child_weight': 37.856120392248044, 'reg_alpha': 0.025536860608138416, 'reg_lambda': 0.0685641018117923, 'aft_loss_distribution_scale': 6.714188385101758}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,281] Finished trial#12 with value: 0.0 with parameters: {'learning_rate': 0.1000203259819063, 'max_depth': 6, 'min_child_weight': 0.19291116872093308, 'reg_alpha': 4.043229155958318, 'reg_lambda': 6.854656056044501, 'aft_loss_distribution_scale': 25.291344429835878}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,355] Finished trial#15 with value: 0.0 with parameters: {'learning_rate': 0.014251244607342485, 'max_depth': 8, 'min_child_weight': 5.259579724886291, 'reg_alpha': 0.0995989838492431, 'reg_lambda': 0.9196662850125393, 'aft_loss_distribution_scale': 99.31466041857621}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,433] Finished trial#13 with value: 0.0 with parameters: {'learning_rate': 0.014419781497593686, 'max_depth': 4, 'min_child_weight': 22.65713564999851, 'reg_alpha': 0.252079732837207, 'reg_lambda': 0.07204948805137854, 'aft_loss_distribution_scale': 25.776262969125792}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,434] Finished trial#14 with value: 0.0 with parameters: {'learning_rate': 0.001644160716403766, 'max_depth': 10, 'min_child_weight': 1.4352397636719934, 'reg_alpha': 0.1597747608688513, 'reg_lambda': 0.14603038046121397, 'aft_loss_distribution_scale': 15.747080319665033}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,483] Finished trial#18 with value: 0.0 with parameters: {'learning_rate': 0.9372166041511604, 'max_depth': 8, 'min_child_weight': 0.1642339765187173, 'reg_alpha': 0.07713644291040876, 'reg_lambda': 0.0027002105147585806, 'aft_loss_distribution_scale': 5.626718731415096}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,553] Finished trial#17 with value: 0.0 with parameters: {'learning_rate': 0.1811193409087852, 'max_depth': 2, 'min_child_weight': 4.327694955670958, 'reg_alpha': 0.001206715612967534, 'reg_lambda': 1.5359405933200039, 'aft_loss_distribution_scale': 94.77846113077072}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,554] Finished trial#16 with value: 0.0 with parameters: {'learning_rate': 0.09256282904928073, 'max_depth': 8, 'min_child_weight': 0.8692051599816488, 'reg_alpha': 0.01942894107370977, 'reg_lambda': 1.6523035790987488, 'aft_loss_distribution_scale': 7.060833781202089}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,625] Finished trial#19 with value: 0.0 with parameters: {'learning_rate': 0.7905088830621485, 'max_depth': 2, 'min_child_weight': 0.21150448718636505, 'reg_alpha': 0.27968716923731396, 'reg_lambda': 87.6582990138099, 'aft_loss_distribution_scale': 1.2428114273274087}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,671] Finished trial#20 with value: 0.0 with parameters: {'learning_rate': 0.011178964502680478, 'max_depth': 2, 'min_child_weight': 0.1806195117282616, 'reg_alpha': 0.13287487031148143, 'reg_lambda': 0.6038581644708764, 'aft_loss_distribution_scale': 19.025908292574414}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,714] Finished trial#22 with value: 0.0 with parameters: {'learning_rate': 0.026144659879831278, 'max_depth': 4, 'min_child_weight': 0.1874161035677326, 'reg_alpha': 6.870420094915917, 'reg_lambda': 9.681811693331248, 'aft_loss_distribution_scale': 1.0996099791062977}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,749] Finished trial#21 with value: 0.0 with parameters: {'learning_rate': 0.01665185802979258, 'max_depth': 10, 'min_child_weight': 32.65216860244162, 'reg_alpha': 0.19196208377121807, 'reg_lambda': 59.630312134057625, 'aft_loss_distribution_scale': 4.063221440914415}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,795] Finished trial#23 with value: 0.0 with parameters: {'learning_rate': 0.002061378954011551, 'max_depth': 2, 'min_child_weight': 0.13996690687502553, 'reg_alpha': 1.6753663335702058, 'reg_lambda': 3.9503886269655895, 'aft_loss_distribution_scale': 11.23718366159259}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,822] Finished trial#24 with value: 0.0 with parameters: {'learning_rate': 0.7125915640579683, 'max_depth': 10, 'min_child_weight': 0.18150120179301518, 'reg_alpha': 0.00011053105705412292, 'reg_lambda': 0.02343593849495336, 'aft_loss_distribution_scale': 24.536168553493496}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,893] Finished trial#25 with value: 0.0 with parameters: {'learning_rate': 0.008184928355213337, 'max_depth': 4, 'min_child_weight': 0.7620284813309736, 'reg_alpha': 1.7121996122127991, 'reg_lambda': 7.396670099929512, 'aft_loss_distribution_scale': 8.552292931336126}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,941] Finished trial#26 with value: 0.0 with parameters: {'learning_rate': 0.028024879068665715, 'max_depth': 8, 'min_child_weight': 0.29067509273442776, 'reg_alpha': 0.0003099759689409419, 'reg_lambda': 77.2957451171894, 'aft_loss_distribution_scale': 5.053898651472179}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:46,986] Finished trial#28 with value: 0.0 with parameters: {'learning_rate': 0.0023017612660682363, 'max_depth': 8, 'min_child_weight': 10.279032301610542, 'reg_alpha': 0.0005917793087691405, 'reg_lambda': 0.974169165444897, 'aft_loss_distribution_scale': 2.2422608774505868}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,024] Finished trial#27 with value: 0.0 with parameters: {'learning_rate': 0.48429823532777866, 'max_depth': 10, 'min_child_weight': 6.574743383025564, 'reg_alpha': 0.0005735388911259986, 'reg_lambda': 0.015860047559449614, 'aft_loss_distribution_scale': 10.380774920403592}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,061] Finished trial#30 with value: 0.0 with parameters: {'learning_rate': 0.45970793783753433, 'max_depth': 2, 'min_child_weight': 83.4557299803827, 'reg_alpha': 13.941632237974243, 'reg_lambda': 0.0129552231168806, 'aft_loss_distribution_scale': 12.313385625814796}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,102] Finished trial#29 with value: 0.0 with parameters: {'learning_rate': 0.011882288150431153, 'max_depth': 2, 'min_child_weight': 1.817714710009599, 'reg_alpha': 5.529197616721053, 'reg_lambda': 0.116950170400316, 'aft_loss_distribution_scale': 1.7244886470987193}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,170] Finished trial#31 with value: 0.0 with parameters: {'learning_rate': 0.774825478973022, 'max_depth': 6, 'min_child_weight': 14.627456890940172, 'reg_alpha': 0.07808367280784122, 'reg_lambda': 3.3491947161548627, 'aft_loss_distribution_scale': 40.009763530147865}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,217] Finished trial#32 with value: 0.0 with parameters: {'learning_rate': 0.01688809295810773, 'max_depth': 10, 'min_child_weight': 18.195456538049505, 'reg_alpha': 0.0001826938497047865, 'reg_lambda': 0.001176823202091509, 'aft_loss_distribution_scale': 8.379555338500891}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,258] Finished trial#33 with value: 0.0 with parameters: {'learning_rate': 0.022681868590274514, 'max_depth': 2, 'min_child_weight': 97.96864031444065, 'reg_alpha': 0.049532752204681986, 'reg_lambda': 0.004818440377814353, 'aft_loss_distribution_scale': 1.3897580863805437}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,290] Finished trial#36 with value: 0.0 with parameters: {'learning_rate': 0.037487062851018604, 'max_depth': 10, 'min_child_weight': 2.519007387582065, 'reg_alpha': 0.01890866340990395, 'reg_lambda': 0.0021560816130597985, 'aft_loss_distribution_scale': 92.59792569536215}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,329] Finished trial#35 with value: 0.0 with parameters: {'learning_rate': 0.4797052640346987, 'max_depth': 2, 'min_child_weight': 14.030580553367852, 'reg_alpha': 0.00031941663292581527, 'reg_lambda': 0.24654772492010313, 'aft_loss_distribution_scale': 54.236787545034986}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,370] Finished trial#34 with value: 0.0 with parameters: {'learning_rate': 0.01484181678833394, 'max_depth': 4, 'min_child_weight': 8.756738195548362, 'reg_alpha': 0.03754266901584784, 'reg_lambda': 0.00642774751658539, 'aft_loss_distribution_scale': 2.2989234101066165}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:47,441] Finished trial#37 with value: 0.0 with parameters: {'learning_rate': 0.058042319684745915, 'max_depth': 6, 'min_child_weight': 71.1690757426936, 'reg_alpha': 15.80370986012904, 'reg_lambda': 5.765007230448308, 'aft_loss_distribution_scale': 4.074822403431769}. Best is trial#3 with value: 0.0.
